,doc,page,min,max,year,pos,len,blocks_on_page,group
6445,Economics-1999-0,20,0.079782791,0.08604845400000001,1999.0,top,0.006265663000000005,22,E6.1
6446,Economics-1999-0,20,0.10735171,0.13826232,1999.0,center,0.03091060999999999,22,E6.1
6447,Economics-1999-0,20,0.13868004,0.25313282,1999.0,center,0.11445277999999998,22,E6.1
6448,Economics-1999-0,20,0.25313282,0.37050959,1999.0,center,0.11737677000000002,22,E6.1
6449,Economics-1999-0,20,0.37218046,0.42857143000000003,1999.0,center,0.05639097000000004,22,E6.1
6450,Economics-1999-0,20,0.4314954,0.51253134,1999.0,center,0.08103594000000003,22,E6.1
6451,Economics-1999-0,20,0.51754385,0.57351714,1999.0,center,0.05597328999999995,22,E6.1
6452,Economics-1999-0,20,0.57477027,0.61487049,1999.0,center,0.04010022000000002,22,E6.1
6453,Economics-1999-0,20,0.6152882,0.66248953,1999.0,center,0.04720133000000004,22,E6.1
6454,Economics-1999-0,20,0.69298244,0.69632417,1999.0,center,0.0033417300000000427,22,E6.1
6455,Economics-1999-0,20,0.66123641,0.8065998600000001,1999.0,center,0.14536345000000006,22,E6.1
6456,Economics-1999-0,20,0.80743527,0.86507934,1999.0,center,0.057644069999999936,22,E6.1
6457,Economics-1999-0,20,0.9248120200000001,0.95739347,1999.0,btm,0.0325814499999999,22,E6.1
6458,Economics-1999-0,21,0.07142857500000001,0.078111947,1999.0,top,0.006683371999999993,29,E6.1
6459,Economics-1999-0,21,0.067251459,0.08563074500000001,1999.0,top,0.01837928600000001,29,E6.1
6460,Economics-1999-0,21,0.07142857500000001,0.079365082,1999.0,top,0.007936506999999995,29,E6.1
6461,Economics-1999-0,21,0.072263993,0.078947365,1999.0,top,0.006683372000000007,29,E6.1
6462,Economics-1999-0,21,0.10025062,0.14202172,1999.0,center,0.04177109999999999,29,E6.1
6463,Economics-1999-0,21,0.14536341,0.24477862,1999.0,center,0.09941521,29,E6.1
6464,Economics-1999-0,21,0.24686716,0.40350878,1999.0,center,0.15664162,29,E6.1
6465,Economics-1999-0,21,0.40768588,0.44903925,1999.0,center,0.04135337,29,E6.1
6466,Economics-1999-0,21,0.45112783,0.50835425,1999.0,center,0.05722642,29,E6.1
6467,Economics-1999-0,21,0.51044279,0.58103591,1999.0,center,0.07059311999999995,29,E6.1
6468,Economics-1999-0,21,0.58270675,0.65371764,1999.0,center,0.07101088999999994,29,E6.1
6469,Economics-1999-0,21,0.65413535,0.66624898,1999.0,center,0.012113629999999986,29,E6.1
6470,Economics-1999-0,21,0.6695906500000001,0.75146198,1999.0,center,0.08187132999999991,29,E6.1
6471,Economics-1999-0,21,0.75730991,0.767335,1999.0,center,0.010025089999999959,29,E6.1
6472,Economics-1999-0,21,0.77109438,0.82706767,1999.0,center,0.055973290000000064,29,E6.1
6473,Economics-1999-0,21,0.82915622,0.85547203,1999.0,center,0.02631581000000005,29,E6.1
6474,Economics-1999-0,21,0.10108605,0.12907268,1999.0,center,0.02798663,29,E6.1
6475,Economics-1999-0,21,0.1299081,0.14369257,1999.0,center,0.013784469999999993,29,E6.1
6476,Economics-1999-0,21,0.14536341,0.16875522,1999.0,center,0.023391810000000013,29,E6.1
6477,Economics-1999-0,21,0.17376775,0.24227235,1999.0,center,0.0685046,29,E6.1
6478,Economics-1999-0,21,0.24686716,0.46115288,1999.0,center,0.21428571999999999,29,E6.1
6479,Economics-1999-0,21,0.46574771000000004,0.55179614,1999.0,center,0.08604842999999995,29,E6.1
6480,Economics-1999-0,21,0.55388469,0.56558061,1999.0,center,0.011695920000000082,29,E6.1
6481,Economics-1999-0,21,0.5676691500000001,0.60860485,1999.0,center,0.04093569999999991,29,E6.1
6482,Economics-1999-0,21,0.61152881,0.6528822200000001,1999.0,center,0.041353410000000035,29,E6.1
6483,Economics-1999-0,21,0.65497077,0.73976606,1999.0,center,0.08479528999999997,29,E6.1
6484,Economics-1999-0,21,0.74269009,0.8128655,1999.0,center,0.07017541000000005,29,E6.1
6485,Economics-1999-0,21,0.81453633,0.8542189,1999.0,center,0.03968256999999997,29,E6.1
6486,Economics-1999-0,21,0.92522973,0.95739347,1999.0,btm,0.032163739999999996,29,E6.1
6487,Economics-1999-0,22,0.08061821,0.088137008,1999.0,top,0.007518798000000007,10,E6.1
6488,Economics-1999-0,22,0.079782791,0.08730159,1999.0,top,0.007518798999999993,10,E6.1
6489,Economics-1999-0,22,0.10860485,0.21052632000000002,1999.0,center,0.10192147000000001,10,E6.1
6490,Economics-1999-0,22,0.21219715,0.25355053,1999.0,center,0.041353379999999995,10,E6.1
6491,Economics-1999-0,22,0.079782791,0.086883873,1999.0,top,0.007101081999999995,10,E6.1
6492,Economics-1999-0,22,0.075605683,0.09106098900000001,1999.0,top,0.015455306000000002,10,E6.1
6493,Economics-1999-0,22,0.10860485,0.15037593,1999.0,center,0.04177107999999999,10,E6.1
6494,Economics-1999-0,22,0.15455306,0.25062656,1999.0,center,0.0960735,10,E6.1
6495,Economics-1999-0,22,0.9248120200000001,0.9344193900000001,1999.0,btm,0.009607370000000004,10,E6.1
6496,Economics-1999-0,22,0.93609023,0.95739347,1999.0,btm,0.021303239999999946,10,E6.1
6497,Economics-1944-0,0,0.081724845,0.093223818,1944.0,top,0.011498972999999996,9,E5
6498,Economics-1944-0,0,0.10308008,0.11375769999999999,1944.0,top,0.010677619999999985,9,E5
6499,Economics-1944-0,0,0.097330593,0.16591376,1944.0,center,0.06858316699999999,9,E5
6500,Economics-1944-0,0,0.16262834,0.17453799,1944.0,center,0.011909649999999994,9,E5
6501,Economics-1944-0,0,0.18932238,0.20246406,1944.0,center,0.013141679999999989,9,E5
6502,Economics-1944-0,0,0.23080082000000002,0.29158109,1944.0,center,0.06078026999999997,9,E5
6503,Economics-1944-0,0,0.89733058,0.91088295,1944.0,center,0.01355236999999998,9,E5
6504,Economics-1944-0,0,0.83531827,0.85585213,1944.0,center,0.020533860000000015,9,E5
6505,Economics-1944-0,0,0.93716633,0.96386039,1944.0,btm,0.026694059999999964,9,E5
6506,Economics-1944-0,1,0.12445501,0.14863259,1944.0,center,0.024177580000000004,12,E5
6507,Economics-1944-0,1,0.17677368000000002,0.18588981000000002,1944.0,center,0.00911613,12,E5
6508,Economics-1944-0,1,0.17320649,0.18549345,1944.0,center,0.012286960000000013,12,E5
6509,Economics-1944-0,1,0.17717004,0.18588981000000002,1944.0,center,0.008719770000000016,12,E5
6510,Economics-1944-0,1,0.22433609999999998,0.23583037,1944.0,center,0.011494270000000029,12,E5
6511,Economics-1944-0,1,0.25326991,0.26833135,1944.0,center,0.015061440000000037,12,E5
6512,Economics-1944-0,1,0.28299645,0.44074515000000003,1944.0,center,0.15774870000000002,12,E5
6513,Economics-1944-0,1,0.44431233000000003,0.61989695,1944.0,center,0.17558461999999997,12,E5
6514,Economics-1944-0,1,0.62227505,0.79904872,1944.0,center,0.17677367,12,E5
6515,Economics-1944-0,1,0.80023783,0.83392787,1944.0,center,0.03369003999999998,12,E5
6516,Economics-1944-0,1,0.84581846,0.87078875,1944.0,center,0.02497028999999995,12,E5
6517,Economics-1944-0,1,0.9195402300000001,0.95362663,1944.0,btm,0.03408639999999996,12,E5
6518,Economics-1944-0,2,0.06619104,0.074514464,1944.0,top,0.008323423999999996,8,E5
6519,Economics-1944-0,2,0.067776456,0.07609988,1944.0,top,0.008323423999999996,8,E5
6520,Economics-1944-0,2,0.065398335,0.41062227,1944.0,center,0.34522393500000004,8,E5
6521,Economics-1944-0,2,0.41339675000000004,0.5913594999999999,1944.0,center,0.1779627499999999,8,E5
6522,Economics-1944-0,2,0.60602456,0.6167260999999999,1944.0,center,0.010701539999999898,8,E5
6523,Economics-1944-0,2,0.6286167500000001,0.83987319,1944.0,center,0.21125644,8,E5
6524,Economics-1944-0,2,0.84304398,0.85810542,1944.0,center,0.015061439999999982,8,E5
6525,Economics-1944-0,2,0.9195402300000001,0.95362663,1944.0,btm,0.03408639999999996,8,E5
6526,Economics-1944-0,3,0.065398335,0.077685297,1944.0,top,0.012286961999999998,10,E5
6527,Economics-1944-0,3,0.068965517,0.07649623600000001,1944.0,top,0.007530719000000005,10,E5
6528,Economics-1944-0,3,0.06698375200000001,0.07609988,1944.0,top,0.009116127999999987,10,E5
6529,Economics-1944-0,3,0.09591756,0.27031311,1944.0,center,0.17439555,10,E5
6530,Economics-1944-0,3,0.27229488,0.44986129,1944.0,center,0.17756641,10,E5
6531,Economics-1944-0,3,0.45342845,0.46413001000000004,1944.0,center,0.010701560000000054,10,E5
6532,Economics-1944-0,3,0.46730083,0.68133175,1944.0,center,0.21403092,10,E5
6533,Economics-1944-0,3,0.68053901,0.85969085,1944.0,center,0.17915183999999995,10,E5
6534,Economics-1944-0,3,0.9195402300000001,0.92826003,1944.0,btm,0.008719799999999944,10,E5
6535,Economics-1944-0,3,0.93143082,0.95362663,1944.0,btm,0.022195810000000038,10,E5
6536,Economics-1944-0,4,0.06658739600000001,0.07491082,1944.0,top,0.008323423999999996,12,E5
6537,Economics-1944-0,4,0.068172812,0.07609988,1944.0,top,0.007927067999999995,12,E5
6538,Economics-1944-0,4,0.06460563100000001,0.078081653,1944.0,top,0.01347602199999999,12,E5
6539,Economics-1944-0,4,0.0947285,0.14625446,1944.0,center,0.05152596000000001,12,E5
6540,Economics-1944-0,4,0.16131589,0.17479192000000002,1944.0,center,0.013476030000000028,12,E5
6541,Economics-1944-0,4,0.18311533,0.25168452,1944.0,center,0.06856919000000003,12,E5
6542,Economics-1944-0,4,0.25406262,0.34205312,1944.0,center,0.08799049999999997,12,E5
6543,Economics-1944-0,4,0.34443122,0.53507727,1944.0,center,0.19064605000000007,12,E5
6544,Economics-1944-0,4,0.5390408,0.73563218,1944.0,center,0.19659137999999998,12,E5
6545,Economics-1944-0,4,0.73563218,0.85770905,1944.0,center,0.12207687,12,E5
6546,Economics-1944-0,4,0.9195402300000001,0.92826003,1944.0,btm,0.008719799999999944,12,E5
6547,Economics-1944-0,4,0.93143082,0.95362663,1944.0,btm,0.022195810000000038,12,E5
6548,Economics-1944-0,5,0.067776456,0.07966706200000001,1944.0,top,0.011890606000000012,9,E5
6549,Economics-1944-0,5,0.07015457700000001,0.078081653,1944.0,top,0.007927075999999991,9,E5
6550,Economics-1944-0,5,0.068172812,0.077288941,1944.0,top,0.009116129,9,E5
6551,Economics-1944-0,5,0.09552120400000001,0.20015854,1944.0,center,0.10463733599999998,9,E5
6552,Economics-1944-0,5,0.20293301,0.43083632,1944.0,center,0.22790331,9,E5
6553,Economics-1944-0,5,0.43400714,0.66230679,1944.0,center,0.22829965000000002,9,E5
6554,Economics-1944-0,5,0.6627031600000001,0.8612762700000001,1944.0,center,0.19857311,9,E5
6555,Economics-1944-0,5,0.9195402300000001,0.92826003,1944.0,btm,0.008719799999999944,9,E5
6556,Economics-1944-0,5,0.93143082,0.95362663,1944.0,btm,0.022195810000000038,9,E5
6557,Economics-1944-0,6,0.058660325000000006,0.067776456,1944.0,top,0.009116130999999993,10,E5
6558,Economics-1944-0,6,0.060642093,0.068965517,1944.0,top,0.008323424000000003,10,E5
6559,Economics-1944-0,6,0.057471264,0.1391201,1944.0,center,0.081648836,10,E5
6560,Economics-1944-0,6,0.15219976,0.16646849,1944.0,center,0.014268730000000007,10,E5
6561,Economics-1944-0,6,0.17360285,0.31668648,1944.0,center,0.14308363,10,E5
6562,Economics-1944-0,6,0.31906462,0.45977011,1944.0,center,0.14070549,10,E5
6563,Economics-1944-0,6,0.46254459000000003,0.60166466,1944.0,center,0.13912006999999993,10,E5
6564,Economics-1944-0,6,0.60166466,0.65675783,1944.0,center,0.055093170000000025,10,E5
6565,Economics-1944-0,6,0.6563614600000001,0.86920333,1944.0,center,0.21284187,10,E5
6566,Economics-1944-0,6,0.9195402300000001,0.95362663,1944.0,btm,0.03408639999999996,10,E5
6567,Economics-1944-0,7,0.05548949500000001,0.067776456,1944.0,top,0.012286960999999992,8,E5
6568,Economics-1944-0,7,0.058660325000000006,0.06658739600000001,1944.0,top,0.007927071,8,E5
6569,Economics-1944-0,7,0.056678556000000005,0.065794691,1944.0,top,0.009116134999999997,8,E5
6570,Economics-1944-0,7,0.084423304,0.47245342,1944.0,center,0.38803011600000004,8,E5
6571,Economics-1944-0,7,0.48791122000000003,0.5053507700000001,1944.0,center,0.017439550000000026,8,E5
6572,Economics-1944-0,7,0.50971067,0.7982560400000001,1944.0,center,0.28854537,8,E5
6573,Economics-1944-0,7,0.79389614,0.87078875,1944.0,center,0.07689261000000003,8,E5
6574,Economics-1944-0,7,0.9195402300000001,0.95362663,1944.0,btm,0.03408639999999996,8,E5
6575,Economics-1944-0,8,0.0673801,0.07570352400000001,1944.0,top,0.00832342400000001,8,E5
6576,Economics-1944-0,8,0.068965517,0.076892585,1944.0,top,0.007927067999999995,8,E5
6577,Economics-1944-0,8,0.065398335,0.078478001,1944.0,top,0.013079666000000004,8,E5
6578,Economics-1944-0,8,0.094332144,0.12921126,1944.0,center,0.03487911599999999,8,E5
6579,Economics-1944-0,8,0.13000396,0.34324217,1944.0,center,0.21323821,8,E5
6580,Economics-1944-0,8,0.34363854,0.52120489,1944.0,center,0.17756635000000004,8,E5
6581,Economics-1944-0,8,0.51882678,0.86008722,1944.0,center,0.34126044,8,E5
6582,Economics-1944-0,8,0.9195402300000001,0.95362663,1944.0,btm,0.03408639999999996,8,E5
6583,Economics-1944-0,9,0.06698375200000001,0.078081653,1944.0,top,0.011097900999999993,9,E5
6584,Economics-1944-0,9,0.069361873,0.077288941,1944.0,top,0.007927067999999995,9,E5
6585,Economics-1944-0,9,0.06698375200000001,0.07649623600000001,1944.0,top,0.009512484000000002,9,E5
6586,Economics-1944-0,9,0.09591756,0.34324217,1944.0,center,0.24732461,9,E5
6587,Economics-1944-0,9,0.34244946,0.48711851,1944.0,center,0.14466905000000002,9,E5
6588,Economics-1944-0,9,0.48513675,0.55925488,1944.0,center,0.07411813,9,E5
6589,Economics-1944-0,9,0.55568767,0.86365438,1944.0,center,0.3079667100000001,9,E5
6590,Economics-1944-0,9,0.9195402300000001,0.92826003,1944.0,btm,0.008719799999999944,9,E5
6591,Economics-1944-0,9,0.93143082,0.95362663,1944.0,btm,0.022195810000000038,9,E5
6592,Economics-1944-0,10,0.067776456,0.07649623600000001,1944.0,top,0.00871978000000001,10,E5
6593,Economics-1944-0,10,0.06975822200000001,0.077685297,1944.0,top,0.007927074999999992,10,E5
6594,Economics-1944-0,10,0.06698375200000001,0.079270713,1944.0,top,0.012286960999999999,10,E5
6595,Economics-1944-0,10,0.0947285,0.14783987,1944.0,center,0.05311137000000002,10,E5
6596,Economics-1944-0,10,0.14902893,0.30757034,1944.0,center,0.15854141,10,E5
6597,Economics-1944-0,10,0.30994847000000003,0.5755053800000001,1944.0,center,0.26555691000000003,10,E5
6598,Economics-1944-0,10,0.5762980600000001,0.71819264,1944.0,center,0.14189458,10,E5
6599,Economics-1944-0,10,0.71700358,0.8612762700000001,1944.0,center,0.1442726900000001,10,E5
6600,Economics-1944-0,10,0.9195402300000001,0.92826003,1944.0,btm,0.008719799999999944,10,E5
6601,Economics-1944-0,10,0.93143082,0.95362663,1944.0,btm,0.022195810000000038,10,E5
6602,Economics-1944-0,11,0.065001979,0.077685297,1944.0,top,0.012683317999999999,9,E5
6603,Economics-1944-0,11,0.068965517,0.07649623600000001,1944.0,top,0.007530719000000005,9,E5
6604,Economics-1944-0,11,0.06698375200000001,0.07609988,1944.0,top,0.009116127999999987,9,E5
6605,Economics-1944-0,11,0.0947285,0.27150217,1944.0,center,0.17677367,9,E5
6606,Economics-1944-0,11,0.27388029999999997,0.5755053800000001,1944.0,center,0.3016250800000001,9,E5
6607,Economics-1944-0,11,0.57391995,0.80499405,1944.0,center,0.23107410000000006,9,E5
6608,Economics-1944-0,11,0.80380499,0.85889816,1944.0,center,0.055093169999999914,9,E5
6609,Economics-1944-0,11,0.9195402300000001,0.92826003,1944.0,btm,0.008719799999999944,9,E5
6610,Economics-1944-0,11,0.93143082,0.95362663,1944.0,btm,0.022195810000000038,9,E5
6611,Economics-1944-0,12,0.072532699,0.081648834,1944.0,top,0.009116134999999997,8,E5
6612,Economics-1944-0,12,0.073721759,0.08204518300000001,1944.0,top,0.00832342400000001,8,E5
6613,Economics-1944-0,12,0.071739994,0.22314705,1944.0,center,0.151407056,8,E5
6614,Economics-1944-0,12,0.22393976000000002,0.5980975,1944.0,center,0.3741577399999999,8,E5
6615,Economics-1944-0,12,0.60840267,0.72294885,1944.0,center,0.11454617999999994,8,E5
6616,Economics-1944-0,12,0.7201743700000001,0.86642885,1944.0,center,0.14625447999999996,8,E5
6617,Economics-1944-0,12,0.9195402300000001,0.92826003,1944.0,btm,0.008719799999999944,8,E5
6618,Economics-1944-0,12,0.93143082,0.95362663,1944.0,btm,0.022195810000000038,8,E5
6619,Economics-1944-0,13,0.065001979,0.078874357,1944.0,top,0.013872378000000005,10,E5
6620,Economics-1944-0,13,0.069361873,0.077685297,1944.0,top,0.008323423999999996,10,E5
6621,Economics-1944-0,13,0.067776456,0.07649623600000001,1944.0,top,0.00871978000000001,10,E5
6622,Economics-1944-0,13,0.09591756,0.307174,1944.0,center,0.21125644,10,E5
6623,Economics-1944-0,13,0.30915576,0.4130004,1944.0,center,0.10384463999999999,10,E5
6624,Economics-1944-0,13,0.41498217,0.52041221,1944.0,center,0.10543004000000006,10,E5
6625,Economics-1944-0,13,0.51961952,0.59334123,1944.0,center,0.07372171000000005,10,E5
6626,Economics-1944-0,13,0.59017044,0.8608798999999999,1944.0,center,0.27070945999999996,10,E5
6627,Economics-1944-0,13,0.9195402300000001,0.92826003,1944.0,btm,0.008719799999999944,10,E5
6628,Economics-1944-0,13,0.93143082,0.95362663,1944.0,btm,0.022195810000000038,10,E5
6629,Economics-1944-0,14,0.068569161,0.077288941,1944.0,top,0.008719779999999996,9,E5
6630,Economics-1944-0,14,0.069361873,0.077685297,1944.0,top,0.008323423999999996,9,E5
6631,Economics-1944-0,14,0.06658739600000001,0.19936584000000002,1944.0,center,0.132778444,9,E5
6632,Economics-1944-0,14,0.20214032,0.41220769,1944.0,center,0.21006737,9,E5
6633,Economics-1944-0,14,0.41498217,0.59413397,1944.0,center,0.17915180000000003,9,E5
6634,Economics-1944-0,14,0.59413397,0.77170038,1944.0,center,0.17756640999999995,9,E5
6635,Economics-1944-0,14,0.77288944,0.8620689500000001,1944.0,center,0.08917951000000002,9,E5
6636,Economics-1944-0,14,0.9195402300000001,0.92826003,1944.0,btm,0.008719799999999944,9,E5
6637,Economics-1944-0,14,0.93143082,0.95362663,1944.0,btm,0.022195810000000038,9,E5
6638,Economics-1944-0,15,0.0673801,0.078874357,1944.0,top,0.011494257000000008,10,E5
6639,Economics-1944-0,15,0.069361873,0.077288941,1944.0,top,0.007927067999999995,10,E5
6640,Economics-1944-0,15,0.068172812,0.077288941,1944.0,top,0.009116129,10,E5
6641,Economics-1944-0,15,0.096710265,0.18311533,1944.0,center,0.08640506499999999,10,E5
6642,Economics-1944-0,15,0.18430439999999998,0.44906858,1944.0,center,0.26476418,10,E5
6643,Economics-1944-0,15,0.44986129,0.6286167500000001,1944.0,center,0.17875546000000003,10,E5
6644,Economics-1944-0,15,0.62663496,0.8252080700000001,1944.0,center,0.1985731100000001,10,E5
6645,Economics-1944-0,15,0.82243359,0.86167264,1944.0,center,0.03923904999999994,10,E5
6646,Economics-1944-0,15,0.9195402300000001,0.92826003,1944.0,btm,0.008719799999999944,10,E5
6647,Economics-1944-0,15,0.93143082,0.95362663,1944.0,btm,0.022195810000000038,10,E5
6648,Economics-1944-0,16,0.06658739600000001,0.07570352400000001,1944.0,top,0.009116128000000001,8,E5
6649,Economics-1944-0,16,0.069361873,0.077288941,1944.0,top,0.007927067999999995,8,E5
6650,Economics-1944-0,16,0.065398335,0.34205312,1944.0,center,0.27665478499999996,8,E5
6651,Economics-1944-0,16,0.34205312,0.6274276400000001,1944.0,center,0.2853745200000001,8,E5
6652,Economics-1944-0,16,0.62425685,0.7867618200000001,1944.0,center,0.16250497000000008,8,E5
6653,Economics-1944-0,16,0.78478003,0.85929447,1944.0,center,0.07451444000000007,8,E5
6654,Economics-1944-0,16,0.9195402300000001,0.92826003,1944.0,btm,0.008719799999999944,8,E5
6655,Economics-1944-0,16,0.93143082,0.95362663,1944.0,btm,0.022195810000000038,8,E5
6656,Economics-1944-0,17,0.06619104,0.077685297,1944.0,top,0.011494256999999994,9,E5
6657,Economics-1944-0,17,0.068965517,0.076892585,1944.0,top,0.007927067999999995,9,E5
6658,Economics-1944-0,17,0.06658739600000001,0.075307176,1944.0,top,0.008719779999999996,9,E5
6659,Economics-1944-0,17,0.094332144,0.44867221,1944.0,center,0.354340066,9,E5
6660,Economics-1944-0,17,0.44867221,0.57233453,1944.0,center,0.12366231999999999,9,E5
6661,Economics-1944-0,17,0.5707491,0.82401901,1944.0,center,0.25326991,9,E5
6662,Economics-1944-0,17,0.82124454,0.86048353,1944.0,center,0.039238989999999974,9,E5
6663,Economics-1944-0,17,0.9195402300000001,0.92826003,1944.0,btm,0.008719799999999944,9,E5
6664,Economics-1944-0,17,0.93143082,0.95362663,1944.0,btm,0.022195810000000038,9,E5
6665,Economics-1944-0,18,0.067776456,0.076892585,1944.0,top,0.009116129,7,E5
6666,Economics-1944-0,18,0.06975822200000001,0.077685297,1944.0,top,0.007927074999999992,7,E5
6667,Economics-1944-0,18,0.065398335,0.39793897,1944.0,center,0.332540635,7,E5
6668,Economics-1944-0,18,0.39793897,0.55806577,1944.0,center,0.1601268,7,E5
6669,Economics-1944-0,18,0.5755053800000001,0.69956404,1944.0,center,0.12405865999999999,7,E5
6670,Economics-1944-0,18,0.6983749300000001,0.8612762700000001,1944.0,center,0.16290134,7,E5
6671,Economics-1944-0,18,0.9195402300000001,0.95362663,1944.0,btm,0.03408639999999996,7,E5
6672,Economics-1944-0,19,0.067776456,0.07966706200000001,1944.0,top,0.011890606000000012,9,E5
6673,Economics-1944-0,19,0.070947282,0.078874357,1944.0,top,0.007927075000000006,9,E5
6674,Economics-1944-0,19,0.069361873,0.078081653,1944.0,top,0.008719779999999996,9,E5
6675,Economics-1944-0,19,0.097106621,0.34522393,1944.0,center,0.248117309,9,E5
6676,Economics-1944-0,19,0.3472057,0.50257629,1944.0,center,0.15537059000000003,9,E5
6677,Economics-1944-0,19,0.5049544,0.75465715,1944.0,center,0.24970274999999997,9,E5
6678,Economics-1944-0,19,0.75108999,0.86167264,1944.0,center,0.11058265,9,E5
6679,Economics-1944-0,19,0.9195402300000001,0.92826003,1944.0,btm,0.008719799999999944,9,E5
6680,Economics-1944-0,19,0.93143082,0.95362663,1944.0,btm,0.022195810000000038,9,E5
6681,Economics-1944-0,20,0.06619104,0.075307176,1944.0,top,0.009116135999999997,7,E5
6682,Economics-1944-0,20,0.061831154000000006,0.08244153900000001,1944.0,top,0.020610385000000002,7,E5
6683,Economics-1944-0,20,0.068172812,0.07609988,1944.0,top,0.007927067999999995,7,E5
6684,Economics-1944-0,20,0.09512484800000001,0.30558857,1944.0,center,0.210463722,7,E5
6685,Economics-1944-0,20,0.30757034,0.44946492,1944.0,center,0.14189458,7,E5
6686,Economics-1944-0,20,0.45541021,0.46571541,1944.0,center,0.010305200000000014,7,E5
6687,Economics-1944-0,20,0.9195402300000001,0.95362663,1944.0,btm,0.03408639999999996,7,E5
6688,Economics-1952-0,0,0.081314169,0.09075975400000001,1952.0,top,0.009445585000000006,12,E5
6689,Economics-1952-0,0,0.10308008,0.11416838,1952.0,top,0.011088299999999995,12,E5
6690,Economics-1952-0,0,0.12525667000000001,0.16098563,1952.0,center,0.035728959999999976,12,E5
6691,Economics-1952-0,0,0.17577001,0.18932238,1952.0,center,0.013552370000000008,12,E5
6692,Economics-1952-0,0,0.212731,0.2221766,1952.0,center,0.009445599999999998,12,E5
6693,Economics-1952-0,0,0.22587269999999998,0.25215605,1952.0,center,0.02628335000000004,12,E5
6694,Economics-1952-0,0,0.25338808,0.26406571,1952.0,center,0.010677629999999994,12,E5
6695,Economics-1952-0,0,0.26611909,0.27926078,1952.0,center,0.013141689999999984,12,E5
6696,Economics-1952-0,0,0.30800822,0.36837783,1952.0,center,0.06036961000000002,12,E5
6697,Economics-1952-0,0,0.89733058,0.91088295,1952.0,center,0.01355236999999998,12,E5
6698,Economics-1952-0,0,0.83531827,0.85585213,1952.0,center,0.020533860000000015,12,E5
6699,Economics-1952-0,0,0.93716633,0.96386039,1952.0,btm,0.026694059999999964,12,E5
6700,Economics-1952-0,1,0.76258421,0.77170038,1952.0,center,0.009116169999999979,4,E5
6701,Economics-1952-0,1,0.79508519,0.82798254,1952.0,center,0.03289735000000005,4,E5
6702,Economics-1952-0,1,0.79310346,0.81807375,1952.0,center,0.02497029000000006,4,E5
6703,Economics-1952-0,1,0.9195402300000001,0.95362663,1952.0,btm,0.03408639999999996,4,E5
6704,Economics-1952-0,2,0.8422512999999999,0.85533094,1952.0,center,0.013079640000000059,3,E5
6705,Economics-1952-0,2,0.9195402300000001,0.92826003,1952.0,btm,0.008719799999999944,3,E5
6706,Economics-1952-0,2,0.93143082,0.95362663,1952.0,btm,0.022195810000000038,3,E5
6707,Economics-1952-0,3,0.14982164,0.17399921000000002,1952.0,center,0.02417757000000001,11,E5
6708,Economics-1952-0,3,0.19262782,0.20451844,1952.0,center,0.01189061999999999,11,E5
6709,Economics-1952-0,3,0.19223148,0.2072929,1952.0,center,0.015061419999999992,11,E5
6710,Economics-1952-0,3,0.19381689,0.20491478,1952.0,center,0.01109789,11,E5
6711,Economics-1952-0,3,0.26634958000000003,0.27863654,1952.0,center,0.012286959999999958,11,E5
6712,Economics-1952-0,3,0.29449069,0.30875942,1952.0,center,0.014268730000000007,11,E5
6713,Economics-1952-0,3,0.36543798,0.37613952,1952.0,center,0.01070154000000001,11,E5
6714,Economics-1952-0,3,0.38763377,0.55925488,1952.0,center,0.17162111000000002,11,E5
6715,Economics-1952-0,3,0.56520015,0.79151803,1952.0,center,0.22631787999999997,11,E5
6716,Economics-1952-0,3,0.79231071,0.8620689500000001,1952.0,center,0.06975824000000008,11,E5
6717,Economics-1952-0,3,0.9195402300000001,0.95362663,1952.0,btm,0.03408639999999996,11,E5
6718,Economics-1952-0,4,0.08006341800000001,0.087594137,1952.0,top,0.007530718999999991,7,E5
6719,Economics-1952-0,4,0.078874357,0.08917954600000001,1952.0,top,0.010305189000000006,7,E5
6720,Economics-1952-0,4,0.10701546,0.5620293,1952.0,center,0.45501383999999995,7,E5
6721,Economics-1952-0,4,0.57669443,0.58779234,1952.0,center,0.011097910000000044,7,E5
6722,Economics-1952-0,4,0.59889019,0.79072535,1952.0,center,0.19183516,7,E5
6723,Economics-1952-0,4,0.79349983,0.86167264,1952.0,center,0.06817280999999997,7,E5
6724,Economics-1952-0,4,0.9195402300000001,0.95362663,1952.0,btm,0.03408639999999996,7,E5
6725,Economics-1952-0,5,0.07966706200000001,0.089972258,1952.0,top,0.010305195999999989,7,E5
6726,Economics-1952-0,5,0.080856122,0.08878319700000001,1952.0,top,0.007927075000000006,7,E5
6727,Economics-1952-0,5,0.10820452,0.36940151,1952.0,center,0.26119698999999996,7,E5
6728,Economics-1952-0,5,0.37019423,0.70511293,1952.0,center,0.33491869999999996,7,E5
6729,Economics-1952-0,5,0.70511293,0.82798254,1952.0,center,0.12286961000000007,7,E5
6730,Economics-1952-0,5,0.84740388,0.85889816,1952.0,center,0.011494279999999968,7,E5
6731,Economics-1952-0,5,0.9195402300000001,0.95362663,1952.0,btm,0.03408639999999996,7,E5
6732,Economics-1952-0,6,0.078478001,0.086801425,1952.0,top,0.008323423999999996,9,E5
6733,Economics-1952-0,6,0.077288941,0.08799048500000001,1952.0,top,0.010701544000000007,9,E5
